area_ha,region,dist_perc,year,extent_m2,grid_n,grid_area_m2,cent_lon,cent_lat,min_lon,min_lat,max_lon,max_lat,samples_total_checklists,samples_median_checklists,samples_total_obs,samples_median_obs,samples_date_min,samples_date_max,samples_n_years_min,samples_n_years_max,samples_n_years_median
10000,11 - Prairie Potholes,dist_100,2020,1272762736899.4058,2004,202245293957.6108,-102.28418174700717,48.21176665785596,-114.72198455070166,41.469526997346605,-93.00151090960603,54.21129854038662,36774,4,137,0,18383,18474,5,13,8
10000,11 - Prairie Potholes,dist_100,2021,1279120747637.5938,2140,215970523487.66818,-102.4508246776171,48.30708031286711,-114.72198455070166,41.469526997346605,-93.04592372190483,54.21129854038662,45754,5,222,0,18748,18839,5,13,8
10000,11 - Prairie Potholes,dist_100,2022,1276900489919.4966,2129,214860394628.6194,-102.46908347600467,48.30769299211,-114.72198455070166,41.469526997346605,-93.00151090960603,54.21129854038662,46676,5,263,0,19113,19204,5,13,8
10000,15 - Sierra Nevada,dist_100,2010,73066663086.48236,234,23615468456.12819,-120.06608030418852,38.62932762947529,-121.84287160709398,35.60050011705786,-117.8548751402824,40.74244378693691,1300,2,4,0,14730,14821,5,13,13
10000,15 - Sierra Nevada,dist_100,2011,74883237583.1074,257,25936646979.59379,-119.99952650449663,38.46338257138933,-121.84287160709398,35.60050011705786,-117.8548751402824,40.88311924444509,2182,3,3,0,15095,15186,5,13,12
10000,15 - Sierra Nevada,dist_100,2012,74832777180.42363,291,29367954362.10813,-119.97263595014225,38.44479788412544,-121.95145932341767,35.60050011705786,-117.8548751402824,40.74244378693691,3702,4,7,0,15461,15552,5,13,12
10000,15 - Sierra Nevada,dist_100,2013,75841985234.10414,343,34615836241.24774,-120.06212663099006,38.581894556240854,-122.04741013584753,35.60050011705786,-117.92435383118205,40.80134280214179,3150,3,12,0,15826,15917,5,13,12
10000,15 - Sierra Nevada,dist_100,2014,77507178522.67726,339,34212153019.775486,-120.05948291062415,38.5618884072916,-121.95145932341767,35.60050011705786,-117.8548751402824,40.88311924444509,3380,5,19,0,16191,16282,5,13,12
10000,15 - Sierra Nevada,dist_100,2015,76043826844.84032,351,35423202684.19228,-120.05262203952462,38.569768967817886,-122.04741013584753,35.60050011705786,-117.8548751402824,40.80134280214179,3874,5,22,0,16556,16647,5,13,12
10000,15 - Sierra Nevada,dist_100,2016,76043826844.84035,387,39056351677.4428,-120.08082855936833,38.59528712146719,-122.04741013584753,35.643059838252384,-117.8548751402824,40.80134280214179,4754,6,22,0,16922,17013,5,13,11
10000,15 - Sierra Nevada,dist_100,2017,74984158388.47542,369,37239777180.81752,-120.07518761394536,38.57960278782288,-121.95145932341767,35.60050011705786,-117.8548751402824,40.68722649649616,5361,6,7,0,17287,17378,5,13,12
10000,15 - Sierra Nevada,dist_100,2018,77204416106.57283,383,38652668455.970505,-120.0862116234733,38.592037675132175,-122.04741013584753,35.60050011705786,-117.8548751402824,40.88311924444509,5991,7,16,0,17652,17743,5,13,11
10000,15 - Sierra Nevada,dist_100,2019,76195208052.89247,387,39056351677.4428,-120.1315015936618,38.65681965807367,-121.95145932341767,35.643059838252384,-117.8548751402824,40.88311924444509,6733,8,16,0,18017,18108,5,13,11
10000,15 - Sierra Nevada,dist_100,2020,75791524831.41994,401,40469242952.59576,-120.12220295506702,38.63991608723351,-122.04741013584753,35.643059838252384,-117.8548751402824,40.88311924444509,7301,9,9,0,18383,18474,5,13,11
10000,15 - Sierra Nevada,dist_100,2021,77305336911.94096,419,42285817449.22102,-120.0999074026458,38.6103717485128,-122.04741013584753,35.60050011705786,-117.92435383118205,40.88311924444509,9196,10,38,0,18748,18839,5,13,11
10000,15 - Sierra Nevada,dist_100,2022,78062242952.20149,407,41074767784.804184,-120.06153423159175,38.57562685901698,-122.04741013584753,35.60050011705786,-117.8548751402824,40.88311924444509,9131,9,8,0,19113,19204,5,13,11
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2010,673494994623.8107,580,58534067113.48018,-107.62397218499913,38.02806868307468,-114.10368514430029,33.59455493559587,-104.30304736009984,42.002644765859905,3018,2,6,0,14730,14821,5,13,12
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2011,660476210731.3295,696,70240880536.17624,-107.84832689776351,38.041121708534234,-114.00729124081916,33.65174943679995,-104.40699245400944,42.07455269936989,3912,2,5,0,15095,15186,5,13,12
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2012,716184495294.5039,806,81342169126.66382,-107.97995271527202,38.039423054270856,-114.10368514430029,33.59455493559587,-104.09544701378097,42.81590195230933,5399,2,6,0,15461,15552,5,13,12
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2013,701147295294.6615,922,93048982549.35982,-108.09896845160297,38.12591548964532,-114.1583129273172,33.59455493559587,-104.30304736009984,42.81590195230933,7298,2,7,0,15826,15917,5,13,11
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2014,711441217442.2047,1146,115655242951.80731,-108.13836914313532,38.22357582088649,-114.10368514430029,33.56973331452797,-104.26989585873486,42.81590195230933,10710,3,10,0,16191,16282,5,13,11
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2015,691913041603.483,1218,122921540938.30844,-108.00455459545105,38.1708289602411,-114.01848452521214,33.53534096134289,-104.26989585873486,42.255050089440964,12765,3,10,0,16556,16647,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2016,700339928851.7172,1309,132105334226.80263,-108.00453870901627,38.171335528160526,-114.10368514430029,33.53534096134289,-104.26989585873486,42.45394484545936,15445,4,15,0,16922,17013,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2017,728648214757.4606,1446,145931484562.22815,-108.07950397800107,38.14856613081941,-114.1583129273172,33.53534096134289,-104.26989585873486,42.81590195230933,19763,5,25,0,17287,17378,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2018,733038269790.9716,1512,152592257716.52075,-108.0842439770628,38.16869145021976,-114.1583129273172,33.53534096134289,-104.09544701378097,42.81590195230933,22913,5,17,0,17652,17743,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2019,739547661737.212,1525,153904228186.30563,-108.06295716804463,38.10073702762933,-114.1583129273172,33.53534096134289,-104.09544701378097,42.81590195230933,28519,5,15,0,18017,18108,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2020,728698675160.1445,1506,151986732884.3123,-107.97289286976097,38.22793261771897,-114.10368514430029,33.53534096134289,-104.26989585873486,42.81590195230933,33077,6,26,0,18383,18474,5,13,10
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2021,738942136905.0035,1635,165005516776.79327,-108.05798441249725,38.13711578047036,-114.10368514430029,33.53534096134289,-104.09544701378097,42.81590195230933,41739,8,21,0,18748,18839,5,13,9
10000,16 - Southern Rockies/Colorado Plateau,dist_100,2022,718606594623.3372,1600,161473288588.91086,-108.08565505646465,38.168510951915685,-114.1583129273172,33.53534096134289,-104.09544701378097,42.81590195230933,42275,8,55,0,19113,19204,5,13,9
10000,17 - Badlands And Prairies,dist_100,2010,405499795968.9027,128,12917863087.112919,-104.34922851639574,44.93258202799461,-110.34531662871343,42.13446392774005,-99.18998413906559,48.1894654678545,479,2,3,0,14730,14821,5,13,11
10000,17 - Badlands And Prairies,dist_100,2011,417559832210.3867,141,14229833556.897778,-104.47668008035522,45.08963709792866,-110.14047737567907,42.16782956270846,-99.18998413906559,48.16045387595574,466,1,11,0,15095,15186,5,13,11
10000,17 - Badlands And Prairies,dist_100,2012,442991875163.14026,211,21294289932.662598,-104.53870977925102,45.24518389949712,-110.34531662871343,41.985348320612495,-99.23572105702729,48.21816105472123,742,1,8,0,15461,15552,5,13,10
10000,17 - Badlands And Prairies,dist_100,2013,442184508720.19574,250,25230201342.017303,-104.57385761629659,45.30899013150063,-110.14047737567907,41.92401678325227,-99.23572105702729,48.21697199184863,1177,2,23,0,15826,15917,5,13,10
10000,17 - Badlands And Prairies,dist_100,2014,452276589257.0028,317,31991895301.677975,-104.26657006352028,45.567011052470164,-111.01187368025279,41.92401678325227,-99.28160000285226,48.33273120315497,1435,2,12,0,16191,16282,5,13,9
10000,17 - Badlands And Prairies,dist_100,2015,460198872478.3959,384,38753589261.33853,-104.73915179023604,45.40150460017061,-111.01187368025279,41.92401678325227,-99.23586670136574,48.33138529513187,2060,3,64,0,16556,16647,5,13,9
10000,17 - Badlands And Prairies,dist_100,2016,452629812075.7905,393,39661876509.651184,-104.69203727253166,45.41383758549129,-111.01187368025279,41.985348320612495,-99.23572105702729,48.33138529513187,1977,2,42,0,16922,17013,5,13,9
10000,17 - Badlands And Prairies,dist_100,2017,455909738250.2529,505,50965006710.874954,-104.82427970593032,45.60644449727653,-111.01187368025279,41.985348320612495,-99.23586670136574,48.33273120315497,3033,3,76,0,17287,17378,5,13,8
